year,geo_id,geolocation,level,location,historical,hist_country,disastertype,disasterno,latitude,longitude,temperature,,,YearT,TempT
2006,8850,Tripura,1,Tripura,0,NA,flood,2006-0262,23.74764472,91.74347749,0.65,,,,
2006,8220,Jammu And Kashmir,1,Jammu and Kasmir,0,NA,flood,2006-0389,33.75977094,76.61304379,0.65,,,,
2006,7966,Chhattisgarh,1,Chhattisgarh,0,NA,flood,2006-0417,21.26458489,82.03531186,0.65,,,,
2006,8681,Rajasthan,1,Rajasthan,0,NA,flood,2006-0417,26.58324787,73.84787426,0.65,,,,
2006,7967,Chhattisgarh,1,Chhattisgarh,0,NA,flood,2006-0712,21.26458489,82.03531186,0.65,,,,
2006,8221,Jammu And Kashmir,1,Jammu and Kashmir,0,NA,flood,2006-0548,33.75977094,76.61304379,0.65,,,,
2006,7913,Bihar,1,Bihar,0,NA,storm,2006-0510,25.67955598,85.60447908,0.65,,,,
2006,8797,Tamil Nadu,1,Tamil Nadu,0,NA,flood,2006-0601,13.45798035,80.25398335,0.65,,,,
2006,8434,Madhya Pradesh,1,Madhya Prasdesh,0,NA,flood,2006-0731,23.54151345,78.28963287,0.65,,,,
2006,8462,Maharashtra,1,Maharashtra,0,NA,flood,2006-0731,19.44975928,76.10822143,0.65,,,,
2006,8109,Gujarat,1,Gujarat,0,NA,storm,2006-0740,22.6903222,71.5884337,0.65,,,,
2006,8885,Uttar Pradesh,1,Uttar Pradesh,0,NA,storm,2006-0740,26.92542523,80.56098215,0.65,,,,
2006,8332,Kerala,1,Kerala state,0,NA,flood,2006-0263,10.45089774,76.4057486,0.65,,,,
2006,7736,Andhra Pradesh,1,Andhra Pradesh,0,NA,flood,2006-0417,15.71260766,79.92713851,0.65,,,,
2006,8111,Gujarat,1,Gujarat,0,NA,flood,2006-0417,22.6903222,71.5884337,0.65,,,,
2006,8290,Karnataka,1,Karnataka,0,NA,flood,2006-0417,14.7051803,76.16643556,0.65,,,,
2006,8435,Madhya Pradesh,1,Madhya Pradesh,0,NA,flood,2006-0417,23.54151345,78.28963287,0.65,,,,
2006,8463,Maharashtra,1,Maharashtra,0,NA,flood,2006-0417,19.44975928,76.10822143,0.65,,,,
2006,8590,Odisha,1,Orissa,0,NA,flood,2006-0417,20.50542802,84.41805896,0.65,,,,
2006,7737,Andhra Pradesh,1,Andhra Pradesh,0,NA,flood,2006-0712,15.71260766,79.92713851,0.65,,,,
2006,8591,Odisha,1,Orissa,0,NA,flood,2006-0712,20.50542802,84.41805896,0.65,,,,
2006,7738,Andhra Pradesh,1,Andhra Pradesh,0,NA,storm,2006-0510,15.71260766,79.92713851,0.65,,,,
2006,8987,West Bengal,1,West Bengal,0,NA,storm,2006-0510,23.81595215,87.98089998,0.65,,,,
2006,8436,Madhya Pradesh,1,Madhya Pradesh,0,NA,flood,2006-0734,23.54151345,78.28963287,0.65,,,,
2006,7739,Andhra Pradesh,1,Andhra Pradesh,0,NA,flood,2006-0601,15.71260766,79.92713851,0.65,,,,
2006,30069,Assam,1,Assam,0,NA,flood,2006-0265,26.35676035,92.82876881,0.65,,,,
2006,30070,Tripura,1, Tripura states,0,NA,flood,2006-0265,23.74450253,91.74176515,0.65,,,,
2006,30071,Gujarat,1,Gujarat,0,NA,flood,2006-0443,22.6903222,71.5884337,0.65,,,,
2007,7945,Cachar,2,Cachar,0,NA,flood,2007-0225,24.81273134,92.85904352,#REF!,,,,
2007,8001,Darrang,2,Darrang,0,NA,flood,2007-0225,26.44847938,92.03596836,0.64,,,,
2007,8021,Dhemaji,2,Dhemaji,0,NA,flood,2007-0225,27.58774856,94.77483408,0.64,,,,
2007,8032,Dibrugarh,2,Dibrugarh,0,NA,flood,2007-0225,27.37073531,95.05456196,0.64,,,,
2007,8131,Hailakandi,2,Hailakandi,0,NA,flood,2007-0225,24.49583288,92.58956318,0.64,,,,
2007,8273,Karimganj,2,Karimganj,0,NA,flood,2007-0225,24.57881405,92.38127235,0.64,,,,
2007,8401,Lakhimpur,2,Lakhimpur,0,NA,flood,2007-0225,27.17536039,94.13589219,0.64,,,,
2007,7686,Anantapur,2,Anantapur,0,NA,flood,2007-0250,14.47499759,77.57074427,0.64,,,,
2007,7818,Bagalkot,2,Bagalkot,0,NA,flood,2007-0250,16.21720423,75.62836499,0.64,,,,
2007,7870,Belgaum,2,Belgaum,0,NA,flood,2007-0250,16.11782721,74.82686904,0.64,,,,
2007,7932,Bijapur,2,Bijapur,0,NA,flood,2007-0250,18.83803101,80.76863925,0.64,,,,
2007,8040,East Godavari,2,East Godavari,0,NA,flood,2007-0250,17.18512821,82.00214406,0.64,,,,
2007,8127,Guntur,2,Guntur,0,NA,flood,2007-0250,16.29023485,80.08194333,0.64,,,,
2007,8360,Kodagu,2,Kodagu,0,NA,flood,2007-0250,12.31909015,75.79950322,0.64,,,,
2007,8394,Kurnool,2,Kurnool,0,NA,flood,2007-0250,15.52775939,77.99973082,0.64,,,,
2007,8479,Mandya,2,Hemavathi,0,NA,flood,2007-0250,12.6043517,76.79069871,0.64,,,,
2007,8504,Mumbai City,2,Mumbaoi,0,NA,flood,2007-0250,18.98271372,72.83764134,0.64,,,,
2007,8514,Mysore,2,Lakshmanathirtha,0,NA,flood,2007-0250,12.2022547,76.4374076,0.64,,,,
2007,8643,Pune,2,Pune,0,NA,flood,2007-0250,18.56986867,74.07801203,0.64,,,,
2007,9010,West Godavari,2,West Godavari,0,NA,flood,2007-0250,16.88638554,81.39289921,0.64,,,,
2007,7935,Bilaspur,2,Bilaspur,0,NA,flood,2007-0240,22.40363486,82.06906505,0.64,,,,
2007,8037,Durg,2,Durg,0,NA,flood,2007-0240,21.15131311,81.35373616,0.64,,,,
2007,8469,Mahasamund,2,Mahasamund,0,NA,flood,2007-0240,21.20328524,82.60463143,0.64,,,,
2007,7987,Cuttack,2,Cuttack,0,NA,flood,2007-0596,20.44239318,85.6982686,0.64,,,,
2007,8185,Jagatsinghapur,2,Jagatsingpur,0,NA,flood,2007-0596,20.21756098,86.32964206,0.64,,,,
2007,8197,Jajapur,2,Jajpur,0,NA,flood,2007-0596,20.8497324,86.14624701,0.64,,,,
2007,8352,Khordha,2,Khordha,0,NA,flood,2007-0596,20.08247851,85.50483769,0.64,,,,
2007,7687,Anantapur,2,Anantapur,0,NA,flood,2007-0469,14.47499759,77.57074427,0.64,,,,
2007,8277,Karimnagar,2,Karimnagar,0,NA,flood,2007-0469,18.54511489,79.23560559,0.64,,,,
2007,8384,Krishna,2,Krishna,0,NA,flood,2007-0469,16.55006848,80.79256277,0.64,,,,
2007,8395,Kurnool,2,Kurnool,0,NA,flood,2007-0469,15.52775939,77.99973082,0.64,,,,
2007,8472,Mahbubnagar,2,Mahabubnagar,0,NA,flood,2007-0469,16.49340442,78.14042905,0.64,,,,
2007,8532,Nalgonda,2,Nalgonda,0,NA,flood,2007-0469,17.06194463,79.28166651,0.64,,,,
2007,8553,Nellore,2,Nellore,0,NA,flood,2007-0469,14.43556427,79.72017697,0.64,,,,
2007,8953,Warangal,2,Warangal,0,NA,flood,2007-0469,17.94921107,79.7917581,0.64,,,,
2007,7861,Baripada,3,Baripada,0,NA,flood,2007-0467,21.92736609,86.68605747,0.64,,,,
2007,7876,Bhadrak,2,Bhadrak,0,NA,flood,2007-0467,20.97856004,86.61667215,0.64,,,,
2007,7988,Cuttack,2,Cuttack,0,NA,flood,2007-0467,20.44239318,85.6982686,0.64,,,,
2007,8134,Haora,2,Howrahand Hooghly,0,NA,flood,2007-0467,22.52426472,88.06481783,0.64,,,,
2007,8186,Jagatsinghapur,2,Jagatsinghpur,0,NA,flood,2007-0467,20.21756098,86.32964206,0.64,,,,
2007,8198,Jajapur,2,Jajpur,0,NA,flood,2007-0467,20.8497324,86.14624701,0.64,,,,
2007,8262,Kandhamal,2,Kandhamal,0,NA,flood,2007-0467,20.12313957,84.03927776,0.64,,,,
2007,8308,Kendrapara,2,Kendrapara,0,NA,flood,2007-0467,20.54637395,86.60225642,0.64,,,,
2007,8353,Khordha,2,Khordha,0,NA,flood,2007-0467,20.08247851,85.50483769,0.64,,,,
2007,8365,Kolkata,2,Kolkata,0,NA,flood,2007-0467,22.55199571,88.35157415,0.64,,,,
2007,8753,South 24 Parganas,2,South 24-Parganas,0,NA,flood,2007-0467,22.12170362,88.41571495,0.64,,,,
2007,9017,Y.S.R.,2,Kadpa,0,NA,flood,2007-0250,14.45074652,78.7743027,0.64,,,,
2007,8672,Raipur,2,Raipur,0,NA,flood,2007-0240,21.22281344,81.84979911,0.64,,,,
2007,9018,Y.S.R.,2,Kadapa,0,NA,flood,2007-0469,14.45074652,78.7743027,0.64,,,,
2007,7835,Baleshwar,2,Balasore,0,NA,flood,2007-0467,21.4888982,86.90431345,0.64,,,,
2007,8619,Pashchim Medinipur,2,Midnapore,0,NA,flood,2007-0467,22.4104231,87.26240707,0.64,,,,
2007,8633,Prakasam,2,Prakasam,0,NA,flood,2007-0250,15.6113679,79.50950386,0.64,,,,
2007,8664,Puri,2,Puri,0,NA,flood,2007-0596,19.86576549,85.69842138,0.64,,,,
2007,8665,Puri,2,Puri,0,NA,flood,2007-0467,19.86576549,85.69842138,0.64,,,,
2007,30072,Mumbai City,2, Mumbai area,0,NA,flood,2007-0239,18.9855279,72.83733064,0.64,,,,
2007,30074,Amravati,2,Amrawati district,0,NA,flood,2007-0239,21.18929716,77.56873458,0.64,,,,
2007,8222,Jammu And Kashmir,1,Kashmir,0,NA,flood,2007-0683,33.75977094,76.61304379,0.64,,,,
2007,8683,Rajasthan,1,Rajasthan,0,NA,flood,2007-0683,26.58324787,73.84787426,0.64,,,,
2007,8471,Mahbubnagar,2,Mahabubnagar,0,NA,flood,2007-0250,16.49340442,78.14042905,0.64,,,,
2007,8832,Thrissur,2,Thrissir,0,NA,flood,2007-0250,10.46468482,76.31350397,0.64,,,,
2007,8684,Rajasthan,1,Rajasthan,0,NA,flood,2007-0238,26.58324787,73.84787426,0.64,,,,
2007,7798,Assam,1,Assam,0,NA,flood,2007-0320,26.35712666,92.82850571,0.64,,,,
2007,7914,Bihar,1,Bihar,0,NA,flood,2007-0320,25.67955598,85.60447908,0.64,,,,
2007,7768,Arunachal Pradesh,1,Arunachal Pradesh,0,NA,flood,2007-0602,28.03850114,94.67559092,0.64,,,,
2007,7799,Assam,1,Assam,0,NA,flood,2007-0602,26.35712666,92.82850571,0.64,,,,
2007,8483,Manipur,1,Manipur,0,NA,flood,2007-0602,24.73927565,93.88226661,0.64,,,,
2007,8493,Meghalaya,1,Meghalaya,0,NA,flood,2007-0602,25.5367155,91.28008112,0.64,,,,
2007,7850,Banka,2,Amarpur,0,NA,flood,2007-0311,24.85181222,86.83365055,0.64,,,,
2007,8164,Himachal Pradesh,1,Himachal Pradesh,0,NA,flood,2007-0364,31.92726931,77.23302517,0.64,,,,
2007,8047,Gadag,2,Gadag,0,NA,flood,2007-0469,15.42694579,75.66553546,0.64,,,,
2007,8798,Tamil Nadu,1,Tamil Nadu,0,NA,flood,2007-0524,13.45798035,80.25398335,0.64,,,,
2007,8437,Madhya Pradesh,1,Madhya Pradesh,0,NA,flood,2007-0683,23.54151345,78.28963287,0.64,,,,
2007,8888,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2007-0683,26.92542523,80.56098215,0.64,,,,
2007,8112,Gujarat,1,Gujarat,0,NA,flood,2007-0238,22.6903222,71.5884337,0.64,,,,
2007,8438,Madhya Pradesh,1,Madhya Pradesh,0,NA,flood,2007-0238,23.54151345,78.28963287,0.64,,,,
2007,8592,Odisha,1,Orissa,0,NA,flood,2007-0320,20.50542802,84.41805896,0.64,,,,
2007,8889,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2007-0320,26.92542523,80.56098215,0.64,,,,
2007,8988,West Bengal,1,West Bengal,0,NA,flood,2007-0320,23.81595215,87.98089998,0.64,,,,
2007,8334,Kerala,1,Kerala state,0,NA,flood,2007-0603,10.45089774,76.4057486,0.64,,,,
2007,8113,Gujarat,1,Gujarat,0,NA,flood,2007-0415,22.6903222,71.5884337,0.64,,,,
2007,7742,Andhra Pradesh,1,Andhra Pradesh,0,NA,flood,2007-0524,15.71260766,79.92713851,0.64,,,,
2007,8595,Odisha,1,Orissa,0,NA,storm,2007-0556,20.50542802,84.41805896,0.64,,,,
2007,8990,West Bengal,1,West Bengal,0,NA,storm,2007-0556,23.81595215,87.98089998,0.64,,,,
2007,8856,Udaipur,2,Udaipur,0,NA,flood,2007-0311,24.41103686,73.71456745,0.64,,,,
2007,9015,West Tripura,2,Sonamura,0,NA,flood,2007-0311,23.8764389,91.39718144,0.64,,,,
2008,8022,Dhemaji,2,Dhemaji,0,NA,flood,2008-0246,27.58774856,94.77483408,#REF!,,,,
2008,8402,Lakhimpur,2,Lakhimpu,0,NA,flood,2008-0246,27.17536039,94.13589219,0.54,,,,
2008,8749,Sonitpur,2,Sonitpur,0,NA,flood,2008-0246,26.78157942,92.92678872,0.54,,,,
2008,8241,Jorhat,2,Jorhat,0,NA,flood,2008-0615,26.79628642,94.27389983,0.54,,,,
2008,8403,Lakhimpur,2,Lakhimpur,0,NA,flood,2008-0615,27.17536039,94.13589219,0.54,,,,
2008,7758,Araria,2,Araria,0,NA,flood,2008-0486,26.20055725,87.34540215,0.54,,,,
2008,7869,Begusarai,2,Begusarai,0,NA,flood,2008-0486,25.49549659,86.12430036,0.54,,,,
2008,7880,Bhagalpur,2,Bhagalpur,0,NA,flood,2008-0486,25.26889636,87.07777418,0.54,,,,
2008,8302,Katihar,2,Katihar,0,NA,flood,2008-0486,25.54555598,87.63914404,0.54,,,,
2008,8340,Khagaria,2,Khagaria,0,NA,flood,2008-0486,25.51183096,86.59621605,0.54,,,,
2008,8412,Madhepura,2,Madhepura,0,NA,flood,2008-0486,25.82520677,86.89026818,0.54,,,,
2008,8512,Muzaffarpur,2,Muzaffarpur,0,NA,flood,2008-0486,26.15305405,85.32182327,0.54,,,,
2008,8611,Pashchim Champaran,2,West Champaran,0,NA,flood,2008-0486,27.07909842,84.33738272,0.54,,,,
2008,8623,Patna,2,Patna,0,NA,flood,2008-0486,25.45569333,85.2158742,0.54,,,,
2008,8667,Purnia,2,Purnea,0,NA,flood,2008-0486,25.81754275,87.40090119,0.54,,,,
2008,8714,Saharsa,2,Saharsa,0,NA,flood,2008-0486,25.81718474,86.58260238,0.54,,,,
2008,8722,Saran,2,Saran,0,NA,flood,2008-0486,25.90678865,84.81556987,0.54,,,,
2008,8727,Sheikhpura,2,Shekhpura,0,NA,flood,2008-0486,25.13228839,85.81502314,0.54,,,,
2008,8765,Supaul,2,Supaul,0,NA,flood,2008-0486,26.24745361,86.79137468,0.54,,,,
2008,8385,Krishna,2,Krishna,0,NA,flood,2008-0415,16.55006848,80.79256277,0.54,,,,
2008,9011,West Godavari,2,West Godavari,0,NA,flood,2008-0415,16.88638554,81.39289921,0.54,,,,
2008,7960,Chennai,2,Kotturpuram,0,NA,flood,2008-0560,13.04849576,80.23437074,0.54,,,,
2008,7979,Cuddalore,2,Cuddalore,0,NA,flood,2008-0560,11.52490531,79.44715025,0.54,,,,
2008,8266,Kanniyakumari,2,KanyaKumari,0,NA,flood,2008-0560,8.304640347,77.3456335,0.54,,,,
2008,8522,Nagappattinam,2,Nagapattinam,0,NA,flood,2008-0560,10.86120155,79.73576795,0.54,,,,
2008,8641,Pudukkottai,2,Pudukottai,0,NA,flood,2008-0560,10.3416504,78.86744128,0.54,,,,
2008,8697,Ramanathapuram,2,Ramanathapuram,0,NA,flood,2008-0560,9.439387677,78.68104303,0.54,,,,
2008,8717,Saidapet,3,Saidapet,0,NA,flood,2008-0560,13.13381484,80.16542215,0.54,,,,
2008,8828,Thiruvarur,2,Tirivarur,0,NA,flood,2008-0560,10.67184836,79.53370082,0.54,,,,
2008,8831,Thoothukkudi,2,Thoothukudi,0,NA,flood,2008-0560,8.876886526,77.98879965,0.54,,,,
2008,8841,Tirunelveli,2,Tirunelveli,0,NA,flood,2008-0560,8.789788196,77.52245428,0.54,,,,
2008,8941,Viluppuram,2,Villupuram,0,NA,flood,2008-0560,11.96003858,79.28421145,0.54,,,,
2008,9024,Yanam,2,Puducherry,0,NA,flood,2008-0560,16.71861838,82.23416181,0.54,,,,
2008,8526,Nalanda,2,Nalanda,0,NA,flood,2008-0486,25.22128669,85.44841103,0.54,,,,
2008,8270,Karaikal,2,Karaikal,0,NA,flood,2008-0560,10.91349374,79.79652665,0.54,,,,
2008,8799,Tamil Nadu,1,Tamil Nadu,0,NA,flood,2008-0130,13.45798035,80.25398335,0.54,,,,
2008,7769,Arunachal Pradesh,1,Arunachal Pradesh,0,NA,flood,2008-0246,28.03850114,94.67559092,0.54,,,,
2008,7915,Bihar,1,Bihar,0,NA,flood,2008-0246,25.67955598,85.60447908,0.54,,,,
2008,8064,Goa,1,Goa,0,NA,flood,2008-0246,15.35869276,74.05586262,0.54,,,,
2008,8145,Haryana,1,Haryana,0,NA,flood,2008-0246,29.19963008,76.33311876,0.54,,,,
2008,8232,Jharkhand,1,Jharkhand,0,NA,flood,2008-0246,23.65444084,85.55791494,0.54,,,,
2008,8654,Punjab,1,Punjab,0,NA,flood,2008-0246,30.8418287,75.40846841,0.54,,,,
2008,8685,Rajasthan,1,Rajasthan,0,NA,flood,2008-0246,26.58324787,73.84787426,0.54,,,,
2008,8800,Tamil Nadu,1,Tamil Nadu,0,NA,flood,2008-0246,13.45798035,80.25398335,0.54,,,,
2008,8918,Uttarakhand,1,Uttarakhand,0,NA,flood,2008-0246,30.15643883,79.1981016,0.54,,,,
2008,7801,Assam,1,Assam,0,NA,flood,2008-0285,26.35712666,92.82850571,0.54,,,,
2008,7916,Bihar,1,Bihar,0,NA,flood,2008-0285,25.67955598,85.60447908,0.54,,,,
2008,8065,Goa,1,Goa,0,NA,flood,2008-0285,15.35869276,74.05586262,0.54,,,,
2008,8146,Haryana,1,Haryana,0,NA,flood,2008-0285,29.19963008,76.33311876,0.54,,,,
2008,8233,Jharkhand,1,Jharkhand,0,NA,flood,2008-0285,23.65444084,85.55791494,0.54,,,,
2008,8655,Punjab,1,Punjab,0,NA,flood,2008-0285,30.8418287,75.40846841,0.54,,,,
2008,8686,Rajasthan,1,Rajasthan,0,NA,flood,2008-0285,26.58324787,73.84787426,0.54,,,,
2008,8801,Tamil Nadu,1,Tamil Nadu,0,NA,flood,2008-0285,13.45798035,80.25398335,0.54,,,,
2008,8919,Uttarakhand,1,Uttarakhand,0,NA,flood,2008-0285,30.15643883,79.1981016,0.54,,,,
2008,7917,Bihar,1,Bihar state,0,NA,flood,2008-0615,25.67955598,85.60447908,0.54,,,,
2008,7803,Assam,1,Assam state,0,NA,flood,2008-0486,26.35712666,92.82850571,0.54,,,,
2008,8165,Himachal Pradesh,1,Northern Bihar state,0,NA,flood,2008-0486,31.92726931,77.23302517,0.54,,,,
2008,8343,Khammam,2,Khammam,0,NA,flood,2008-0415,17.59082823,80.67917545,0.54,,,,
2008,8356,Kinnaur,2,Guntar,0,NA,flood,2008-0415,31.60134548,78.39655248,0.54,,,,
2008,8166,Himachal Pradesh,1,Himachal Pradesh,0,NA,flood,2008-0423,31.92726931,77.23302517,0.54,,,,
2008,8293,Karnataka,1,Karnataka,0,NA,flood,2008-0130,14.7051803,76.16643556,0.54,,,,
2008,8890,Uttar Pradesh,1,Uttar Pradesh,0,NA,storm,2008-0646,26.92542523,80.56098215,0.54,,,,
2008,8114,Gujarat,1,Gujarat,0,NA,flood,2008-0246,22.6903222,71.5884337,0.54,,,,
2008,8294,Karnataka,1,Karnataka,0,NA,flood,2008-0246,14.7051803,76.16643556,0.54,,,,
2008,8335,Kerala,1,Kerala,0,NA,flood,2008-0246,10.45089774,76.4057486,0.54,,,,
2008,8439,Madhya Pradesh,1,Madhya Pradesh,0,NA,flood,2008-0246,23.54151345,78.28963287,0.54,,,,
2008,8465,Maharashtra,1,Maharastra,0,NA,flood,2008-0246,19.44975928,76.10822143,0.54,,,,
2008,8596,Odisha,1,Orissa,0,NA,flood,2008-0246,20.50542802,84.41805896,0.54,,,,
2008,8891,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2008-0246,26.92542523,80.56098215,0.54,,,,
2008,8991,West Bengal,1,West Bengal,0,NA,flood,2008-0246,23.81595215,87.98089998,0.54,,,,
2008,8115,Gujarat,1,Gujarat,0,NA,flood,2008-0285,22.6903222,71.5884337,0.54,,,,
2008,8295,Karnataka,1,Karnataka,0,NA,flood,2008-0285,14.7051803,76.16643556,0.54,,,,
2008,8336,Kerala,1,Kerala,0,NA,flood,2008-0285,10.45089774,76.4057486,0.54,,,,
2008,8440,Madhya Pradesh,1,Mafya Pradesh,0,NA,flood,2008-0285,23.54151345,78.28963287,0.54,,,,
2008,8466,Maharashtra,1,Maharastra,0,NA,flood,2008-0285,19.44975928,76.10822143,0.54,,,,
2008,8597,Odisha,1,Orissa,0,NA,flood,2008-0285,20.50542802,84.41805896,0.54,,,,
2008,8892,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2008-0285,26.92542523,80.56098215,0.54,,,,
2008,8992,West Bengal,1,West Bengal,0,NA,flood,2008-0285,23.81595215,87.98089998,0.54,,,,
2008,8893,Uttar Pradesh,1,Utter Pradesh,0,NA,flood,2008-0615,26.92542523,80.56098215,0.54,,,,
2008,8598,Odisha,1,Orissa,0,NA,flood,2008-0423,20.50542802,84.41805896,0.54,,,,
2008,8894,Uttar Pradesh,1,Uttar Pradesh,0,NA,flood,2008-0423,26.92542523,80.56098215,0.54,,,,
2009,7998,Darjiling,2,Darjeeking,0,NA,storm,2009-0204,26.91364047,88.39335093,#REF!,,,,
2009,8135,Haora,2,Howrah,0,NA,storm,2009-0204,22.52426472,88.06481783,0.67,,,,
2009,8366,Kolkata,2,Calcutta,0,NA,storm,2009-0204,22.55199571,88.35157415,0.67,,,,
2009,8754,South 24 Parganas,2,Mathurapur,0,NA,storm,2009-0204,22.12170362,88.41571495,0.67,,,,
2009,7996,Darbhanga,2,Darbhanga,0,NA,flood,2009-0638,26.11540047,86.01625194,0.67,,,,
2009,8417,Madhubani,2,Madhubani,0,NA,flood,2009-0638,26.40674188,86.21186545,0.67,,,,
2009,8668,Purnia,2,Purnia,0,NA,flood,2009-0638,25.81754275,87.40090119,0.67,,,,
2009,8715,Saharsa,2,Saharsa,0,NA,flood,2009-0638,25.81718474,86.58260238,0.67,,,,
2009,7688,Anantapur,2,Ananatapur,0,NA,flood,2009-0429,14.47499759,77.57074427,0.67,,,,
2009,7819,Bagalkot,2,Bagalkote,0,NA,flood,2009-0429,16.21720423,75.62836499,0.67,,,,
2009,7871,Belgaum,2,Belgaum,0,NA,flood,2009-0429,16.11782721,74.82686904,0.67,,,,
2009,7872,Bellary,2,Bellary,0,NA,flood,2009-0429,15.10446289,76.53014633,0.67,,,,
2009,7933,Bijapur,2,Bijapur,0,NA,flood,2009-0429,18.83803101,80.76863925,0.67,,,,
2009,8003,Davanagere,2,Davanegere,0,NA,flood,2009-0429,14.35224954,75.93138905,0.67,,,,
2009,8017,Dharwad,2,Dharwad,0,NA,flood,2009-0429,15.386687,75.15621228,0.67,,,,
2009,8048,Gadag,2,Gadag,0,NA,flood,2009-0429,15.42694579,75.66553546,0.67,,,,
2009,8118,Gulbarga,2,Gulbarga,0,NA,flood,2009-0429,17.25750794,76.86699826,0.67,,,,
2009,8128,Guntur,2,Guntur,0,NA,flood,2009-0429,16.29023485,80.08194333,0.67,,,,
2009,8148,Haveri,2,Haveri,0,NA,flood,2009-0429,14.73531126,75.41805982,0.67,,,,
2009,8278,Karimnagar,2,Kharimnagar,0,NA,flood,2009-0429,18.54511489,79.23560559,0.67,,,,
2009,8344,Khammam,2,Khamam,0,NA,flood,2009-0429,17.59082823,80.67917545,0.67,,,,
2009,8369,Koppal,2,Koppal,0,NA,flood,2009-0429,15.55745944,76.22045344,0.67,,,,
2009,8386,Krishna,2,Krishna,0,NA,flood,2009-0429,16.55006848,80.79256277,0.67,,,,
2009,8396,Kurnool,2,Kurnool,0,NA,flood,2009-0429,15.52775939,77.99973082,0.67,,,,
2009,8473,Mahbubnagar,2,Mahaboobnagar,0,NA,flood,2009-0429,16.49340442,78.14042905,0.67,,,,
2009,8533,Nalgonda,2,Nalgonda,0,NA,flood,2009-0429,17.06194463,79.28166651,0.67,,,,
2009,8671,Raichur,2,Raichur,0,NA,flood,2009-0429,16.08524285,76.8904085,0.67,,,,
2009,8171,Hugli,2,Hoogly,0,NA,storm,2009-0204,22.88156947,88.07587628,0.67,,,,
2009,7891,Bidar,2,Bidar,0,NA,flood,2009-0429,17.95022208,77.22350402,0.67,,,,
2009,8912,Uttara Kannada,2,Karwar,0,NA,flood,2009-0429,14.78756283,74.62394327,0.67,,,,
2009,9019,Y.S.R.,2,Kadapa,0,NA,flood,2009-0429,14.45074652,78.7743027,0.67,,,,
2009,41319,Gulbarga,2, Gulbarga,0,NA,drought,2009-9323,17.25711929,76.86719102,#REF!,,,,
2009,41320,Kanpur Dehat,2, Kanpur Dehat,0,NA,drought,2009-9323,26.44503166,79.84666306,0.67,,,,
2009,41321,Banda,2, Banda,0,NA,drought,2009-9323,25.47120022,80.55262669,0.67,,,,
2009,41322,Chitrakoot,2, Chitrakoot,0,NA,drought,2009-9323,25.20893583,81.08126405,0.67,,,,
2009,41323,Balaghat,2, Balaghat,0,NA,drought,2009-9323,21.88125376,80.35392911,0.67,,,,
2009,41324,Ballia,2, Ballia,0,NA,drought,2009-9323,25.87745523,84.09685781,0.67,,,,
2009,41325,Chamrajnagar,2, Chamrajnagar,0,NA,drought,2009-9323,11.94868299,77.09035864,0.67,,,,
2009,41326,Bagalkot,2, Bagalkot,0,NA,drought,2009-9323,16.2179957,75.62653449,0.67,,,,
2009,41327,Anuppur,2, Anuppur,0,NA,drought,2009-9323,23.14842269,81.87203537,0.67,,,,
2009,41328,Chandrapur,2, Chandrapur,0,NA,drought,2009-9323,20.11674218,79.43777723,0.67,,,,
2009,41329,Chatra,2, Chatra,0,NA,drought,2009-9323,24.17309811,84.8802161,0.67,,,,
2009,41330,Azamgarh,2, Azamgarh,0,NA,drought,2009-9323,26.05523836,83.04119512,0.67,,,,
2009,41332,Ajmer,2, Ajmer,0,NA,drought,2009-9323,26.22807992,74.76425185,0.67,,,,
2009,41333,Chhatarpur,2, Chhatarpur,0,NA,drought,2009-9323,24.8022047,79.65755942,0.67,,,,
2009,41334,Chitradurga,2, Chitradurga,0,NA,drought,2009-9323,14.16205121,76.51248937,0.67,,,,
2009,41335,Buldana,2, Buldana,0,NA,drought,2009-9323,20.51082539,76.40431818,0.67,,,,
2009,41336,Chittaurgarh,2, Chittaurgarh,0,NA,drought,2009-9323,24.83549819,74.7818775,0.67,,,,
2009,41337,Burhanpur,2, Burhanpur,0,NA,drought,2009-9323,21.37435876,76.36909151,0.67,,,,
2009,41338,Amravati,2, Amravati,0,NA,drought,2009-9323,21.18929716,77.56873458,0.67,,,,
2009,41339,Amroha,2, Jyotiba Phule Nagar,0,NA,drought,2009-9323,28.84339731,78.34914672,0.67,,,,
2009,41340,Chamba,2, Chamba,0,NA,drought,2009-9323,32.67832209,76.33764139,0.67,,,,
2009,41342,Goalpara,2, Goalpara,0,NA,drought,2009-9323,26.04803491,90.60869689,0.67,,,,
2009,41343,Auraiya,2, Auraiya,0,NA,drought,2009-9323,26.64988023,79.44951044,0.67,,,,
2009,41344,Bishnupur,2, Bishnupur,0,NA,drought,2009-9323,24.54011965,93.80276712,0.67,,,,
2009,41345,Narsimhapur,2, East Nimar,0,NA,drought,2009-9323,22.9374019,79.08131479,0.67,,,,
2009,41346,Kamrup,2, Kamrup,0,NA,drought,2009-9323,26.10362335,91.42709144,0.67,,,,
